input: -0.123655, output_cpu: 0.469126, output_gpu: 0.469126
input: -6.133606, output_cpu: 0.002164, output_gpu: 0.002164
input: -5.957724, output_cpu: 0.002579, output_gpu: 0.002579
input: -5.801368, output_cpu: 0.003014, output_gpu: 0.003014
input: -5.774921, output_cpu: 0.003095, output_gpu: 0.003095
input: -6.075456, output_cpu: 0.002293, output_gpu: 0.002293
input: -6.501644, output_cpu: 0.001499, output_gpu: 0.001499
input: -5.761978, output_cpu: 0.003135, output_gpu: 0.003135
input: -4.854976, output_cpu: 0.007729, output_gpu: 0.007729
input: -3.826446, output_cpu: 0.021322, output_gpu: 0.021322
input: -2.374919, output_cpu: 0.085105, output_gpu: 0.085105
input: -4.493431, output_cpu: 0.011059, output_gpu: 0.011059
input: -5.390802, output_cpu: 0.004538, output_gpu: 0.004538
input: -6.205477, output_cpu: 0.002014, output_gpu: 0.002014
input: -6.031178, output_cpu: 0.002397, output_gpu: 0.002397
input: -6.183274, output_cpu: 0.002059, output_gpu: 0.002059
input: -6.436835, output_cpu: 0.001599, output_gpu: 0.001599
input: -6.839674, output_cpu: 0.001069, output_gpu: 0.001069
input: -6.797987, output_cpu: 0.001115, output_gpu: 0.001115
input: -6.627365, output_cpu: 0.001322, output_gpu: 0.001322
input: -6.058815, output_cpu: 0.002332, output_gpu: 0.002332
input: -6.140930, output_cpu: 0.002148, output_gpu: 0.002148
input: -5.862803, output_cpu: 0.002835, output_gpu: 0.002835
input: -4.610948, output_cpu: 0.009845, output_gpu: 0.009845
input: -5.329897, output_cpu: 0.004821, output_gpu: 0.004821
input: -7.065131, output_cpu: 0.000854, output_gpu: 0.000854
input: -7.600356, output_cpu: 0.000500, output_gpu: 0.000500
input: -7.986113, output_cpu: 0.000340, output_gpu: 0.000340
input: -7.517068, output_cpu: 0.000543, output_gpu: 0.000543
input: -7.786119, output_cpu: 0.000415, output_gpu: 0.000415
input: -8.383877, output_cpu: 0.000228, output_gpu: 0.000228
input: -8.228544, output_cpu: 0.000267, output_gpu: 0.000267
input: -7.447629, output_cpu: 0.000582, output_gpu: 0.000582
input: -6.379488, output_cpu: 0.001693, output_gpu: 0.001693
input: -6.269989, output_cpu: 0.001889, output_gpu: 0.001889
input: -6.308537, output_cpu: 0.001817, output_gpu: 0.001817
input: -4.759989, output_cpu: 0.008493, output_gpu: 0.008493
input: -6.734099, output_cpu: 0.001188, output_gpu: 0.001188
input: -9.038096, output_cpu: 0.000119, output_gpu: 0.000119
input: -8.696333, output_cpu: 0.000167, output_gpu: 0.000167
input: -8.411614, output_cpu: 0.000222, output_gpu: 0.000222
input: -7.655647, output_cpu: 0.000473, output_gpu: 0.000473
input: -8.325586, output_cpu: 0.000242, output_gpu: 0.000242
input: -8.455282, output_cpu: 0.000213, output_gpu: 0.000213
input: -8.297466, output_cpu: 0.000249, output_gpu: 0.000249
input: -8.663069, output_cpu: 0.000173, output_gpu: 0.000173
input: -8.015228, output_cpu: 0.000330, output_gpu: 0.000330
input: -7.173407, output_cpu: 0.000766, output_gpu: 0.000766
input: -7.133045, output_cpu: 0.000798, output_gpu: 0.000798
input: -5.193615, output_cpu: 0.005521, output_gpu: 0.005521
input: -7.452627, output_cpu: 0.000580, output_gpu: 0.000580
input: -9.501894, output_cpu: 0.000075, output_gpu: 0.000075
input: -9.665491, output_cpu: 0.000063, output_gpu: 0.000063
input: -9.266477, output_cpu: 0.000095, output_gpu: 0.000095
input: -8.726458, output_cpu: 0.000162, output_gpu: 0.000162
input: -8.738887, output_cpu: 0.000160, output_gpu: 0.000160
input: -8.438874, output_cpu: 0.000216, output_gpu: 0.000216
input: -7.584768, output_cpu: 0.000508, output_gpu: 0.000508
input: -7.604252, output_cpu: 0.000498, output_gpu: 0.000498
input: -7.381589, output_cpu: 0.000622, output_gpu: 0.000622
input: -7.320871, output_cpu: 0.000661, output_gpu: 0.000661
input: -7.716043, output_cpu: 0.000445, output_gpu: 0.000445
input: -5.333959, output_cpu: 0.004802, output_gpu: 0.004802
input: -6.161243, output_cpu: 0.002105, output_gpu: 0.002105
input: -8.399547, output_cpu: 0.000225, output_gpu: 0.000225
input: -9.218966, output_cpu: 0.000099, output_gpu: 0.000099
input: -9.995665, output_cpu: 0.000046, output_gpu: 0.000046
input: -10.614029, output_cpu: 0.000025, output_gpu: 0.000025
input: -10.469873, output_cpu: 0.000028, output_gpu: 0.000028
input: -9.156589, output_cpu: 0.000106, output_gpu: 0.000106
input: -7.447875, output_cpu: 0.000582, output_gpu: 0.000582
input: -6.611067, output_cpu: 0.001344, output_gpu: 0.001344
input: -6.336298, output_cpu: 0.001768, output_gpu: 0.001768
input: -6.704589, output_cpu: 0.001224, output_gpu: 0.001224
input: -6.751817, output_cpu: 0.001167, output_gpu: 0.001167
input: -5.427716, output_cpu: 0.004374, output_gpu: 0.004374
input: -5.328934, output_cpu: 0.004826, output_gpu: 0.004826
input: -7.584177, output_cpu: 0.000508, output_gpu: 0.000508
input: -8.300601, output_cpu: 0.000248, output_gpu: 0.000248
input: -9.464276, output_cpu: 0.000078, output_gpu: 0.000078
input: -10.902359, output_cpu: 0.000018, output_gpu: 0.000018
input: -12.353117, output_cpu: 0.000004, output_gpu: 0.000004
input: -11.257960, output_cpu: 0.000013, output_gpu: 0.000013
input: -8.784116, output_cpu: 0.000153, output_gpu: 0.000153
input: -7.131516, output_cpu: 0.000799, output_gpu: 0.000799
input: -6.915743, output_cpu: 0.000991, output_gpu: 0.000991
input: -7.194459, output_cpu: 0.000750, output_gpu: 0.000750
input: -7.224736, output_cpu: 0.000728, output_gpu: 0.000728
input: -5.364576, output_cpu: 0.004658, output_gpu: 0.004658
input: -5.127918, output_cpu: 0.005894, output_gpu: 0.005894
input: -6.674912, output_cpu: 0.001261, output_gpu: 0.001261
input: -8.102539, output_cpu: 0.000303, output_gpu: 0.000303
input: -10.156246, output_cpu: 0.000039, output_gpu: 0.000039
input: -12.036168, output_cpu: 0.000006, output_gpu: 0.000006
input: -12.924474, output_cpu: 0.000002, output_gpu: 0.000002
input: -13.241022, output_cpu: 0.000002, output_gpu: 0.000002
input: -11.307545, output_cpu: 0.000012, output_gpu: 0.000012
input: -8.279044, output_cpu: 0.000254, output_gpu: 0.000254
input: -6.964974, output_cpu: 0.000943, output_gpu: 0.000943
input: -7.760089, output_cpu: 0.000426, output_gpu: 0.000426
input: -7.479629, output_cpu: 0.000564, output_gpu: 0.000564
input: -5.631112, output_cpu: 0.003572, output_gpu: 0.003572
input: -5.134637, output_cpu: 0.005855, output_gpu: 0.005855
input: -6.312394, output_cpu: 0.001810, output_gpu: 0.001810
input: -9.367179, output_cpu: 0.000085, output_gpu: 0.000085
input: -12.231418, output_cpu: 0.000005, output_gpu: 0.000005
input: -13.589067, output_cpu: 0.000001, output_gpu: 0.000001
input: -13.237987, output_cpu: 0.000002, output_gpu: 0.000002
input: -13.901393, output_cpu: 0.000001, output_gpu: 0.000001
input: -11.737838, output_cpu: 0.000008, output_gpu: 0.000008
input: -8.774766, output_cpu: 0.000155, output_gpu: 0.000155
input: -6.981810, output_cpu: 0.000928, output_gpu: 0.000928
input: -7.540747, output_cpu: 0.000531, output_gpu: 0.000531
input: -7.575487, output_cpu: 0.000513, output_gpu: 0.000513
input: -5.804988, output_cpu: 0.003003, output_gpu: 0.003003
input: -5.025903, output_cpu: 0.006523, output_gpu: 0.006523
input: -6.866982, output_cpu: 0.001041, output_gpu: 0.001041
input: -11.232396, output_cpu: 0.000013, output_gpu: 0.000013
input: -16.005997, output_cpu: 0.000000, output_gpu: 0.000000
input: -14.842147, output_cpu: 0.000000, output_gpu: 0.000000
input: -11.966145, output_cpu: 0.000006, output_gpu: 0.000006
input: -11.117367, output_cpu: 0.000015, output_gpu: 0.000015
input: -10.076078, output_cpu: 0.000042, output_gpu: 0.000042
input: -8.312715, output_cpu: 0.000245, output_gpu: 0.000245
input: -6.155097, output_cpu: 0.002118, output_gpu: 0.002118
input: -6.982616, output_cpu: 0.000927, output_gpu: 0.000927
input: -6.778122, output_cpu: 0.001137, output_gpu: 0.001137
input: -5.672972, output_cpu: 0.003426, output_gpu: 0.003426
input: -4.615921, output_cpu: 0.009796, output_gpu: 0.009796
input: -6.691957, output_cpu: 0.001239, output_gpu: 0.001239
input: -9.953947, output_cpu: 0.000048, output_gpu: 0.000048
input: -12.474972, output_cpu: 0.000004, output_gpu: 0.000004
input: -12.059100, output_cpu: 0.000006, output_gpu: 0.000006
input: -8.942410, output_cpu: 0.000131, output_gpu: 0.000131
input: -8.674673, output_cpu: 0.000171, output_gpu: 0.000171
input: -8.546669, output_cpu: 0.000194, output_gpu: 0.000194
input: -7.718270, output_cpu: 0.000444, output_gpu: 0.000444
input: -6.268801, output_cpu: 0.001891, output_gpu: 0.001891
input: -7.251505, output_cpu: 0.000709, output_gpu: 0.000709
input: -7.415851, output_cpu: 0.000601, output_gpu: 0.000601
input: -5.935524, output_cpu: 0.002637, output_gpu: 0.002637
input: -3.889739, output_cpu: 0.020041, output_gpu: 0.020041
input: -5.585394, output_cpu: 0.003738, output_gpu: 0.003738
input: -7.483792, output_cpu: 0.000562, output_gpu: 0.000562
input: -7.702370, output_cpu: 0.000452, output_gpu: 0.000452
input: -7.921004, output_cpu: 0.000363, output_gpu: 0.000363
input: -6.866624, output_cpu: 0.001041, output_gpu: 0.001041
input: -7.218442, output_cpu: 0.000732, output_gpu: 0.000732
input: -7.170517, output_cpu: 0.000768, output_gpu: 0.000768
input: -6.496826, output_cpu: 0.001506, output_gpu: 0.001506
input: -5.227674, output_cpu: 0.005337, output_gpu: 0.005337
input: -6.493346, output_cpu: 0.001511, output_gpu: 0.001511
input: -6.841610, output_cpu: 0.001067, output_gpu: 0.001067
input: -5.740880, output_cpu: 0.003202, output_gpu: 0.003202
input: -3.737264, output_cpu: 0.023265, output_gpu: 0.023265
input: -4.901072, output_cpu: 0.007384, output_gpu: 0.007384
input: -6.194138, output_cpu: 0.002037, output_gpu: 0.002037
input: -6.329721, output_cpu: 0.001779, output_gpu: 0.001779
input: -6.096347, output_cpu: 0.002246, output_gpu: 0.002246
input: -5.258197, output_cpu: 0.005178, output_gpu: 0.005178
input: -5.752550, output_cpu: 0.003165, output_gpu: 0.003165
input: -6.159214, output_cpu: 0.002109, output_gpu: 0.002109
input: -6.242692, output_cpu: 0.001941, output_gpu: 0.001941
input: -5.651769, output_cpu: 0.003499, output_gpu: 0.003499
input: -6.037056, output_cpu: 0.002383, output_gpu: 0.002383
input: -5.673340, output_cpu: 0.003425, output_gpu: 0.003425
input: -4.519779, output_cpu: 0.010774, output_gpu: 0.010774
input: -3.474634, output_cpu: 0.030043, output_gpu: 0.030043
input: -4.504761, output_cpu: 0.010935, output_gpu: 0.010935
input: -5.251674, output_cpu: 0.005211, output_gpu: 0.005211
input: -5.337219, output_cpu: 0.004786, output_gpu: 0.004786
input: -4.937765, output_cpu: 0.007120, output_gpu: 0.007120
input: -4.663917, output_cpu: 0.009341, output_gpu: 0.009341
input: -4.938255, output_cpu: 0.007116, output_gpu: 0.007116
input: -5.138176, output_cpu: 0.005834, output_gpu: 0.005834
input: -5.378879, output_cpu: 0.004592, output_gpu: 0.004592
input: -4.985925, output_cpu: 0.006787, output_gpu: 0.006787
input: -4.634822, output_cpu: 0.009614, output_gpu: 0.009614
input: -4.111702, output_cpu: 0.016116, output_gpu: 0.016116
input: -3.714900, output_cpu: 0.023779, output_gpu: 0.023779
input: -3.527542, output_cpu: 0.028539, output_gpu: 0.028539
input: -4.460907, output_cpu: 0.011420, output_gpu: 0.011420
input: -4.693417, output_cpu: 0.009072, output_gpu: 0.009072
input: -4.592519, output_cpu: 0.010026, output_gpu: 0.010026
input: -4.828512, output_cpu: 0.007935, output_gpu: 0.007935
input: -5.021043, output_cpu: 0.006554, output_gpu: 0.006554
input: -5.478335, output_cpu: 0.004159, output_gpu: 0.004159
input: -5.571542, output_cpu: 0.003790, output_gpu: 0.003790
input: -5.570127, output_cpu: 0.003796, output_gpu: 0.003796
input: -5.497866, output_cpu: 0.004079, output_gpu: 0.004079
input: -5.854422, output_cpu: 0.002859, output_gpu: 0.002859
input: -5.652275, output_cpu: 0.003497, output_gpu: 0.003497
input: -4.154165, output_cpu: 0.015456, output_gpu: 0.015456
input: -3.970192, output_cpu: 0.018520, output_gpu: 0.018520
input: -5.539199, output_cpu: 0.003914, output_gpu: 0.003914
input: -5.716840, output_cpu: 0.003279, output_gpu: 0.003279
input: -5.910373, output_cpu: 0.002704, output_gpu: 0.002704
input: -6.067126, output_cpu: 0.002312, output_gpu: 0.002312
input: -6.382102, output_cpu: 0.001689, output_gpu: 0.001689
input: -6.974722, output_cpu: 0.000934, output_gpu: 0.000934
input: -7.214547, output_cpu: 0.000735, output_gpu: 0.000735
input: -7.137508, output_cpu: 0.000794, output_gpu: 0.000794
input: -6.952476, output_cpu: 0.000955, output_gpu: 0.000955
input: -6.596510, output_cpu: 0.001363, output_gpu: 0.001363
input: -6.302135, output_cpu: 0.001829, output_gpu: 0.001829
input: -4.325959, output_cpu: 0.013048, output_gpu: 0.013048
input: -4.617230, output_cpu: 0.009783, output_gpu: 0.009783
input: -6.862043, output_cpu: 0.001046, output_gpu: 0.001046
input: -6.731553, output_cpu: 0.001191, output_gpu: 0.001191
input: -7.203433, output_cpu: 0.000743, output_gpu: 0.000743
input: -7.129386, output_cpu: 0.000801, output_gpu: 0.000801
input: -7.841929, output_cpu: 0.000393, output_gpu: 0.000393
input: -7.816958, output_cpu: 0.000403, output_gpu: 0.000403
input: -7.230758, output_cpu: 0.000723, output_gpu: 0.000723
input: -8.278058, output_cpu: 0.000254, output_gpu: 0.000254
input: -8.034078, output_cpu: 0.000324, output_gpu: 0.000324
input: -7.421547, output_cpu: 0.000598, output_gpu: 0.000598
input: -6.665224, output_cpu: 0.001273, output_gpu: 0.001273
input: -4.513668, output_cpu: 0.010839, output_gpu: 0.010839
input: -5.337593, output_cpu: 0.004784, output_gpu: 0.004784
input: -7.595937, output_cpu: 0.000502, output_gpu: 0.000502
input: -8.520368, output_cpu: 0.000199, output_gpu: 0.000199
input: -9.056457, output_cpu: 0.000117, output_gpu: 0.000117
input: -9.383804, output_cpu: 0.000084, output_gpu: 0.000084
input: -9.046156, output_cpu: 0.000118, output_gpu: 0.000118
input: -8.255419, output_cpu: 0.000260, output_gpu: 0.000260
input: -7.130853, output_cpu: 0.000799, output_gpu: 0.000799
input: -6.974578, output_cpu: 0.000934, output_gpu: 0.000934
input: -7.133865, output_cpu: 0.000797, output_gpu: 0.000797
input: -6.611811, output_cpu: 0.001343, output_gpu: 0.001343
input: -6.748049, output_cpu: 0.001172, output_gpu: 0.001172
input: -4.298514, output_cpu: 0.013407, output_gpu: 0.013407
input: -5.256230, output_cpu: 0.005188, output_gpu: 0.005188
input: -7.596214, output_cpu: 0.000502, output_gpu: 0.000502
input: -9.146161, output_cpu: 0.000107, output_gpu: 0.000107
input: -11.110394, output_cpu: 0.000015, output_gpu: 0.000015
input: -12.425727, output_cpu: 0.000004, output_gpu: 0.000004
input: -12.349671, output_cpu: 0.000004, output_gpu: 0.000004
input: -10.656986, output_cpu: 0.000024, output_gpu: 0.000024
input: -8.302954, output_cpu: 0.000248, output_gpu: 0.000248
input: -6.844381, output_cpu: 0.001064, output_gpu: 0.001064
input: -5.832808, output_cpu: 0.002921, output_gpu: 0.002921
input: -5.348222, output_cpu: 0.004734, output_gpu: 0.004734
input: -5.202555, output_cpu: 0.005472, output_gpu: 0.005472
input: -4.132196, output_cpu: 0.015794, output_gpu: 0.015794
input: -5.701114, output_cpu: 0.003331, output_gpu: 0.003331
input: -8.122591, output_cpu: 0.000297, output_gpu: 0.000297
input: -9.268262, output_cpu: 0.000094, output_gpu: 0.000094
input: -11.494471, output_cpu: 0.000010, output_gpu: 0.000010
input: -13.814861, output_cpu: 0.000001, output_gpu: 0.000001
input: -16.612640, output_cpu: 0.000000, output_gpu: 0.000000
input: -15.814565, output_cpu: 0.000000, output_gpu: 0.000000
input: -11.839843, output_cpu: 0.000007, output_gpu: 0.000007
input: -8.395820, output_cpu: 0.000226, output_gpu: 0.000226
input: -7.020696, output_cpu: 0.000892, output_gpu: 0.000892
input: -6.386600, output_cpu: 0.001681, output_gpu: 0.001681
input: -6.083248, output_cpu: 0.002276, output_gpu: 0.002276
input: -4.591130, output_cpu: 0.010040, output_gpu: 0.010040
input: -5.912576, output_cpu: 0.002698, output_gpu: 0.002698
input: -7.240574, output_cpu: 0.000716, output_gpu: 0.000716
input: -9.103596, output_cpu: 0.000111, output_gpu: 0.000111
input: -11.460615, output_cpu: 0.000011, output_gpu: 0.000011
input: -14.309985, output_cpu: 0.000001, output_gpu: 0.000001
input: -17.801117, output_cpu: 0.000000, output_gpu: 0.000000
input: -18.582478, output_cpu: 0.000000, output_gpu: 0.000000
input: -15.002288, output_cpu: 0.000000, output_gpu: 0.000000
input: -9.798802, output_cpu: 0.000056, output_gpu: 0.000056
input: -6.993302, output_cpu: 0.000917, output_gpu: 0.000917
input: -7.353649, output_cpu: 0.000640, output_gpu: 0.000640
input: -7.102206, output_cpu: 0.000823, output_gpu: 0.000823
input: -5.170445, output_cpu: 0.005650, output_gpu: 0.005650
input: -5.373572, output_cpu: 0.004616, output_gpu: 0.004616
input: -6.680128, output_cpu: 0.001254, output_gpu: 0.001254
input: -9.700813, output_cpu: 0.000061, output_gpu: 0.000061
input: -12.074739, output_cpu: 0.000006, output_gpu: 0.000006
input: -14.652472, output_cpu: 0.000000, output_gpu: 0.000000
input: -16.608234, output_cpu: 0.000000, output_gpu: 0.000000
input: -17.694649, output_cpu: 0.000000, output_gpu: 0.000000
input: -14.454983, output_cpu: 0.000001, output_gpu: 0.000001
input: -9.871106, output_cpu: 0.000052, output_gpu: 0.000052
input: -7.143783, output_cpu: 0.000789, output_gpu: 0.000789
input: -7.300770, output_cpu: 0.000675, output_gpu: 0.000675
input: -7.414521, output_cpu: 0.000602, output_gpu: 0.000602
input: -5.765883, output_cpu: 0.003123, output_gpu: 0.003123
input: -5.160913, output_cpu: 0.005704, output_gpu: 0.005704
input: -7.205338, output_cpu: 0.000742, output_gpu: 0.000742
input: -11.216507, output_cpu: 0.000013, output_gpu: 0.000013
input: -14.464652, output_cpu: 0.000001, output_gpu: 0.000001
input: -14.679573, output_cpu: 0.000000, output_gpu: 0.000000
input: -13.848181, output_cpu: 0.000001, output_gpu: 0.000001
input: -13.619569, output_cpu: 0.000001, output_gpu: 0.000001
input: -12.191327, output_cpu: 0.000005, output_gpu: 0.000005
input: -9.364286, output_cpu: 0.000086, output_gpu: 0.000086
input: -6.519474, output_cpu: 0.001472, output_gpu: 0.001472
input: -6.857028, output_cpu: 0.001051, output_gpu: 0.001051
input: -6.492000, output_cpu: 0.001513, output_gpu: 0.001513
input: -5.332725, output_cpu: 0.004808, output_gpu: 0.004808
input: -4.562360, output_cpu: 0.010330, output_gpu: 0.010330
input: -7.070158, output_cpu: 0.000849, output_gpu: 0.000849
input: -10.510883, output_cpu: 0.000027, output_gpu: 0.000027
input: -12.186237, output_cpu: 0.000005, output_gpu: 0.000005
